Particulars,Voucher Type
URIKIND (10 TAB),Pharma
HIMALAYA COMPLETE CARE TOOTHPASTE (80GM),Pharma
DOVE SOAP (125GM),Pharma
CETAPHIL GENTLE SKIN CLEANSER 500ML,Pharma
DFO RED GEL (30GM),Pharma
HIMALAYA  GENTLE BABY SOAP (125GM),Pharma
HIMALAYA NATURAL GLOW  ROSE F/W (50ML),Pharma
OLMEZEST 40MG (10 TAB),Pharma
TASIRON BABY DROPS (14ML),Pharma
HIMALAYA REFRESHING BABY SOAP (125GM),Pharma
NASIVION BABY NASAL DROPS UP TO 1 YEAR (10ML),Pharma
HIMALAYA GENTLE BABY WET  WIPES 72N,Pharma
HAND SANITIZER 5 LTR,Pharma
MOTHER CARE BABY POWDER 125GM,Pharma
PROPYSALIC NF 6 OINT (20GM),Pharma
TENDOCARE FORTE (15 TAB),Pharma
DOMINA FEMALE CONDOM,Pharma
ACTOID 25 MG (10 CAP),Pharma
LASIX 40MG (15 TAB),Pharma
HEMPUSHPA SYRUP (170ML),Pharma
UDILIV 300MG (15 TAB),Pharma
DAPAFORD 10MG (15 TAB),Pharma
FUCIBET CREAM (15GM),Pharma
OLMAT 20 AM (15 TAB),Pharma
HAPPI D (15 CAP),Pharma
STERILE GAUZE SWAB 10CM,Pharma
Normal Saline NS 500 ML,Pharma
JOHNSONS BABY SHAMPOO (50ML),Pharma
ACE PROXYVON (10 TAB),Pharma
AMLONG TL 40MG (10 TAB),Pharma
LOSAR A (15 TAB),Pharma
CIPRODAC 500MG (10 TAB),Pharma
INDOCAP SR (10 CAP),Pharma
CYRA IT (10 CAP),Pharma
MOISTUREX CREAM 100 GM,Pharma
(CLOSED) OLMAT AM 40 (10 TAB),Pharma
ATORVA 20MG (15 TAB),Pharma
FREEDASE 30MG (21 TAB),Pharma
CANDID PRICKLY HEAT POWDER (120GM),Pharma
EVION-200MG (10 CAP),Pharma
VICKS BABYRUB (10ML),Pharma
AZULIX 3MF (15 TAB),Pharma
MORISONS KIDS TOOTH BRUSH 50RS,Pharma
MINIPRESS XL 2.5MG (30 TAB),Pharma
APTAMIL GOLD 1 400 G,Pharma
ENZOMAC (15 TAB),Pharma
NEUTROGENA OIL-FREE MOISTURISER SPF15 (115ML),Pharma
KAZIFLUR E/D (5 ML),Pharma
PELLIWASH SHAMPOO (100ML),Pharma
NAN PRO NO. 1 (400GM),Pharma
ONVIN 4 MD (10 TAB),Pharma
SEACOD (100 CAP),Pharma
CHYMORAL AP (10 TAB),Pharma
FAIR & HANDSOME RADIANCE CREAM 15G,Pharma
URBAN GABRU HAIR REMOVAL SPRAY 200ML,Pharma
PEPSODENT TOOTHPASTE (MRP 20),Pharma
VEET HR CREAM MEN (50GM),Pharma
Purevision 2 (6 LENS),Others
TAYO TOTAL (10 TAB),Pharma
OMNACORTIL 5MG (10 TAB),Pharma
PEESAFE  CRAMP RELIEF ROLLON 10ML,Pharma
HEXIGEL GEL (15GM),Pharma
PATANJALI SAUMYA E/D (10ML),Pharma
CALGROW XT (15 TAB),Pharma
DAPAONE M 10/1000 (10 TAB),Pharma
GLIMCOR TRIO 2 (15 TAB),Pharma
ROPARK XL 1 (10 TAB),Pharma
PATANJALI ALO VERA KESAR CHANDAN GEL (150ML),Pharma
HIMALAYA GENTLE BABY WASH (100ML),Pharma
HIMALAYA GENTLE BABY SHAMPOO (200ML),Pharma
HIMALAYA BABY MASSAGE OIL (100ML),Pharma
DUZELA 20MG (10 CAP),Pharma
SPORIDEX AF 375MG (10 TAB),Pharma
NIFTRAN 100MG (10 CAP),Pharma
ETOZOX 60MG (10TAB),Pharma
L PRED E/D (5ML),Pharma
CLEAN AND DRY WASH (90ML),Pharma
ABVIDA M 50/500 (15 TAB),Pharma
LOGIFEEL -IMF CREAM (50GM),Pharma
AZEE DRY SYRUP 200MG (15ML),Pharma
UPRISE-D3 2K (15 CAP),Pharma
KERALIN SKIN OINTMENT (15GM),Pharma
HAIR 4U F 5% (60ML),Pharma
DERMACO 1% HYALURONIC SS AQUA GEL SPF 50 (80GM),Pharma
HAMDARD NAUNEHEAL GRIPE WATER (100ML),Pharma
NFLOX B 400MG (10 TAB),Pharma
MEDIKER SHAMPOO 5ML,Pharma
MOIZ XL HYDRO BOOST CRM (200GM),Pharma
JOHNSONS BABY POWDER (100GM),Pharma
HIT ANTI ROACH GEL,Pharma
RX SV 1.59 A/W Crizal ROCK BCT,Others
RX KBF 1.50 Crizal Easy Pro,Others
IDEE SG 2957 P,Others
RX A2Z KBF CARE,Others
HK VITALS FISH OIL (60 CAP),Pharma
LACTO CALAMINE LOTION PURPLE (30ML),Pharma
MOOV SPRAY (15GM),Pharma
GLUCONORM G 4 (15 TAB),Pharma
DERMIFORD CREAM (15GM),Pharma
HIMALAYA NOURISHING BABY SOAP (125GM),Pharma
CAL4U DROPS (30ML),Pharma
ETOSHINE 90MG (15 TAB),Pharma
PROLOMET XL 12.5 (10 TAB),Pharma
ISTAVEL 50MG (10 TAB),Pharma
EPIDUO GEL (30GM),Pharma
YASMIN (21 TAB),Pharma
SOFY PANTYLINER DAILY FRESH (20NOS),Pharma
MENOPACE ISO (10 TAB),Pharma
MONTEK AB (10 TAB),Pharma
DABUR LAL DANT MANJAN (50GM),Pharma
AZORAN 25MG (25 TAB),Pharma
(CLOSED)  PIGEON TOOTHPASTE KIDS STRAWBERRY (45GM),Pharma
NAVRATNA POWDER (100GM),Pharma
FORTIUS 10MG (10 TAB),Pharma
ARBITEL MT 50 (7 TAB),Pharma
STUGERON FORTE (20 TAB),Pharma
BENADON 40MG (10 TAB),Pharma
NOVORAPID PENFILL 100U/ML,Pharma
DOXY 1 LDR FORTE (10 CAP),Pharma
ROSYS 5MG (10 TAB),Pharma
TRIGLIMPER 2/15 (15 TAB),Pharma
SUNBAN PRO LOTION SPF 30+ (60ML),Pharma
TOOTHMIN PASTE (70GM),Pharma
SOLASAFE SUNSCREEN GEL SPF50+ (50GM),Pharma
HIMALAYA BLACKHEAD WALNUT SCRUB (100GM),Pharma
GLIMESTAR  M2 (10 TAB),Pharma
INDULEKHA SHAMPOO  POUCH 5.5ML,Pharma
PAMPER PANTS L20,Pharma
CLOPIVAS 75MG (15 TAB),Pharma
MYORIL 4MG (10 CAP),Pharma
ACIVIR 400MG DT (10TAB),Pharma
LANCETS 30G FLAT (100N),Pharma
ELTROXIN 125 MCG (60 TAB),Pharma
LULIFORD CREAM (10GM),Pharma
GANS DEO (200ML),Pharma
TSART B 5 (10 TAB),Pharma
CLINSOL GEL (15GM),Pharma
REJOINT NEW 750/600 (15 TAB),Pharma
WHISPER BINDAZZ NIGHTS XXXL 4 PCS,Pharma
CALCIMAX SUSPPENSION (200ML),Pharma
CAZIQ PASTE (5GM),Pharma
SIMILAC PLUS 1 STAGE 400GM,Pharma
HIMALAYA GERIFORTE (100 TAB),Pharma
NATURAL MINERAL WATER 1 LTR,Pharma
ARACHITOL GUMMIES 30N,Pharma
OLMAT H (10 TAB),Pharma
SF DRY MAX ALL NIGHT ULTRA DRY XXL (42 NOS),Pharma
DABUR SAT ISABGOL SACHET 5GM,Pharma
TELISTA CL (10 TAB),Pharma
ESAM 2.5MG (10 TAB),Pharma
SIMVOTIN 10MG (10 TAB),Pharma
PHOTOSTABLE  EMULGEL SPF55 +(50GM),Pharma
CYSTEO CREAM (15GM),Pharma
ALOGLOW-UV SUNSCREEN GEL SPF30+ (50GM),Pharma
ABSOLUTE RADIANCE SERUM (30ML),Pharma
SUSTEN SR 200 (10 CAP),Pharma
KERAGLO MEN (30 TAB),Pharma
TUGAIN 10 % (60ML),Pharma
ENDOGEST 200 SR (10 TAB),Pharma
UVEDGE SUNSCREEN LOTION SPF50 (50ML),Pharma
LACTO CALAMINE LOTION GREEN (30ML),Pharma
AUTRIN (30 CAP),Pharma
PANTOCID IT (10 CAP),Pharma
LISTERINE COOL MINT M/W (250ML),Pharma
KEO KARPIN HAIR OIL (50ML),Pharma
PAMPER PANTS XXL9,Pharma
LITTLE BABY WET WIPES 30NOS,Pharma
RANTAC SYRUP (200ML) SF,Pharma
ZENFLOX UTI (10 TAB),Pharma
OLMARK H 40 (15 TAB),Pharma
TENGET M FORTE (10CAP),Pharma
SENSOFORM TOOTHPASTE (120GM),Pharma
HIMALAYA BABY MASSAGE OIL (500ML),Pharma
GLYCIPHAGE SR 1 (10 TAB),Pharma
OFLOX 200MG (10 TAB),Pharma
HIMCOCID SYRUP (200ML),Pharma
DABUR GULABARI FACE CLEANSER (100ML),Pharma
TELBID TRIO 80 (15 TAB),Pharma
PEROBAR 2.5% SOAP 75GM,Pharma
NUROKIND PLUS RF (10 CAP),Pharma
WHITE TONE FACE CREAM 25GM,Pharma
ADVENT FORTE SYRUP 457MG (30ML),Pharma
ASTHAKIND -LS EXPECTORANT COUGH SYRUP (60ML) SF,Pharma
HIMALAYA BABY POWDER (50GM),Pharma
DR. MOREPEN B.P MONITOR (BP-15),Pharma
ACTIGABA -100MG (15 TAB),Pharma
SCABOMA LOTION (100ML),Pharma
CHICCO BABY MILD BODY WASH 100ML,Pharma
CLEAN & CLEAR AQUA F/W 50ML,Pharma
FIGARO OLIVE OIL (200ML),Pharma
LULICAN XL CREAM (50GM),Pharma
TNIB ER (10 TAB),Pharma
DENVER POCKET DEO (18ML),Pharma
ESOMAC D 40 10TAB,Pharma
(CLOSED) DOVE DANDRUFF CARE SHAMPOO POUCH 8.5ML,Pharma
ME-D3 (10TAB),Pharma
REVELOL AM 25/5 (15 TAB),Pharma
DABUR LAVANBHASKAR CHURNA (60GM),Pharma
FOLIGEM (15 TAB),Pharma
VENUS COMFORTGLIDE RAZOR,Pharma
GRD THE SUPERIOR PROTEIN (200GM),Pharma
WHISPER CHOICE REGULAR 20 NOS,Pharma
HIMALAYA HAIR CREAM (100ML),Pharma
OMEZ 10MG (15 CAP),Pharma
FEBUTAZ 40MG (15 TAB),Pharma
THYRONORM 125 MG (120 TAB),Pharma
BILYPSA 4MG (10 TAB),Pharma
ARORAFT (200ML) SF,Pharma
CYCLISIS PF E/D (5ML),Pharma
TREHASOFT E/D (10ML),Pharma
NIOSOL-F CREAM (10GM),Pharma
ZANDU FAST RELIEF GEL 23 & 30ML,Pharma
KESH KING SHAMPOO (200ML),Pharma
IRUS SG 1193,Others
GLUCOPLUS -C LEMON 450GM,Pharma
GLOW & HANDSOME CREAM 25GM,Pharma
YELLOW GLOVES L,Pharma
ENERZAL ORANGE (75GM),Pharma
MYCODERM POWDER 150 GM,Pharma
PARACHUTE JASMINE HAIR OIL (90ML),Pharma
AMLOKIND AT (15 TAB),Pharma
BAIDYANATH CHANDRAPRABHA BATI (40 TAB),Pharma
PAMPER ACTIVE BABY M62,Pharma
BABYHUG ALOE VERA WET WIPES 72N,Pharma
DYTOR PLUS 20 (15 TAB),Pharma
JOHNSONS BABY SOAP 50GM,Pharma
ZOCON 200MG (2 TAB),Pharma
AZULIX 3 MF FORTE (10 TAB),Pharma
STALIX 100MG (15 TAB),Pharma
AZITHRAL-XL 200 LIQUID (30ML),Pharma
ALFOO 10MG (30 TAB),Pharma
BAIDYANATH TRIPHLA CHURAN (100GM),Pharma
HIMALAYA MENTAT (60 TAB),Pharma
SASLIC DS FOAMING FACE WASH (60ML),Pharma
SENSODYNE DAILY PROTECTION (20GM),Pharma
GLUCONORM SR 850 (10 TAB),Pharma
MAHAFLOX LP E/D 5 ML,Pharma
CETANIL 10MG (15 TAB),Pharma
AZMARDA 50MG (14 TAB),Pharma
CARCA 3.125MG (15 TAB),Pharma
PARACHUTE ONION HAIR OIL (180ML),Pharma
SINAREST SYRUP (75ML),Pharma
TACVIDO FORTE ORAL GEL (25ML),Pharma
ZITA-MET PLUS 20/500 (15 TAB),Pharma
EUMOSONE M CREAM (15GM),Pharma
TRICHUP HERBAL SHAMPOO (200ML),Pharma
SENSODYNE COMPLETE PROTECTION (70GM),Pharma
TELBID 20MG (15 TAB),Pharma
LACTO CALAMINE LOTION PURPLE (60ML),Pharma
STIM TONGUE CLEANER,Pharma
GILLETTE REGULAR SHAVING CREAM 70GM,Pharma
HIMALAYA DIAPER RASH CREAM (50GM),Pharma
JUSLINA 5MG (10 TAB),Pharma
NUHENZ D (10 TAB),Pharma
PEPSODENT TOOTHPASTE (80GM),Pharma
OSMEGA 300MG (10 CAP),Pharma
DISPOVAN SYRINGE 10 ML,Pharma
ENVAS 2.5MG (15 TAB),Pharma
K CIT SYRUP (200 ML),Pharma
AMTAS AT (15TAB),Pharma
BURN HEAL CREAM (15GM),Pharma
HIMALAYA ABANA (60 TAB),Pharma
VICKS ZZZQUIL NATURA (10 GUMMIES),Pharma
(Closed) LEVERA 250MG (10 TAB),Pharma
KOJIVIT ULTRA GEL (30GM),Pharma
PIGEON PP BOTTLE 9+ MONTH 240ML,Pharma
FYBOGEL ORANGE POWDER (100G),Pharma
TYNOR COCCYX CUSHION SEAT,Pharma
ROSEDAY F 20 (10 TAB),Pharma
STARPRESS XL 25 (15 TAB),Pharma
CETAPHIL BABY PROTECTION CREAM (85GM),Pharma
COMBIGAN E/D (5ML),Pharma
KAPIVA SHILAJIT GOLD RASIN (20GM),Pharma
UV DOUX GOLD SUNSCREEN GEL SPF 50 (50ML),Pharma
CHAPTEX LIP BALM (10GM),Pharma
ODOMOS NATURALS LOTION (60ML),Pharma
IBUGESIC ORANGE SUSP 100 ML,Pharma
NUROKIND FAST STRIP,Pharma
UTWELL (10 TAB),Pharma
ISRYL M 2 (15 TAB),Pharma
GILLETTE VECTOR+ BLADE (6NOS),Pharma
POTASSIUM PERMAGANATE 20 GM,Pharma
VEET BODY WAX STRIPS (8N),Pharma
STIM INTERDENTAL BRUSH RED,Pharma
SUSTEN 400MG (10 CAP),Pharma
ESTRABET 2MG (28 TAB),Pharma
RB3688 004/K8 55,Others
GUESS WOMEN 2982 FR,Others
A. Moist ASTIG 8.5 30 Lens,Others
Nova Trendfree 2.0 1.59 Satin+,Others
DJ 0320 54,Others
FF KODAK UNIQUE 1.5 CLEAR CleanNClear,Others
FCL4322 C4 55,Others
RX SV 1.67 CRIZAL EASY PRO BCT,Others
Purevision 2 Toric (6 Lens),Others
IRUS SG 1250,Others
IDEE SG 3032 P,Others
Lacoste 954 001  53S,Others
DJ 2173 55,Others
DJ 2138 55,Others
TH877PL C5 Lt. Gold 60,Others
Aquasoft Hydra Advance Silklens,Others
IDEE SG 2948 P,Others
IRUS SG 1186,Others
Pitt & Mitt TAIGUN S NV WH 47,Others
IDEE SG 3031 P,Others
RX VX Comfort Max S/R 1.50 Crizal Rock,Others
VO5453S 2942T5 53,Others
DJ 2209HD 52,Others
JADE- DIGITAL PROGESSIVE  1.56 U.V 420 HMC,Others
KODAK 1.5 PHOTO GREY SV CleanNClear,Others
TH 1078 C2 57,Others
FC7626 C2 51,Others
A. Moist SPH 8.5 30 Lens,Others
VO5488S 30625Q 56,Others
VO5457 SW656 1353,Others
FC8264 C3,Others
DJ 1854 54,Others
DJ 2209HD 54,Others
FF SWISS K PLUS 1.5 ULTRA SHORT  Swiss Coat,Others
KODAK FT28 CLEAR 1.5 PHOTO GREY CleanNclear,Others
FC7661PL C2 S,Others
FC8264 C1,Others
REVO CR KRY PHOTO 1.56 GREY Care,Others
MK4106U 3006 54,Others
ZIR+D-BIFOCAL 1.50 HMC,Others
DJ 0386 55,Others
SUCRAL SUSPENSION (200ML),Pharma
ESOFAG-D (15 CAP),Pharma
FOGG PERFUME 120 ML,Pharma
BETONIN AST SYRUP (200ML),Pharma
FORTIUS 5MG (10 TAB),Pharma
ENVY DEO (165ML),Pharma
LOTUS SPF60+ (50ML),Pharma
TOPISAL 6% LOTION (30ML),Pharma
ZINCONIA 50MG (10 TAB),Pharma
FENOLAX 300MG (10 TAB),Pharma
CHICCO PASTE 6+YEARS,Pharma
PEDIASURE CHOCO SACHET,Pharma
LAXOPEG KID SACHET (8.5GM),Pharma
CANDID LOTION (30ML),Pharma
BECOZYME C FORTE (20 TAB),Pharma
OXYLIFE BLEACH CREAM (27GM),Pharma
DABUR SHILAJIT GOLD (20 CAP),Pharma
ORG IND TULSI GREEN TEA ASHWAGANDHA,Pharma
TULIPS WET WIPES 20 NOS,Pharma
MULTIVITE FM OMEGA (30 CAP),Pharma
IDROFOS 150 (3TAB),Pharma
DABUR GULABARI ROSE WATER (30ML),Pharma
KAPIVA KARELA JAMUN JUICE 1L,Pharma
COMFORTZ EYE WIPES 10 NOS,Pharma
INDULEKHA OIL (100ML),Pharma
HIMALAYA BABY HAIR OIL (50ML),Pharma
VOMIKIND MD 4 (10 TAB),Pharma
DIPSALIC F OINT (20GM),Pharma
PROANAGEN (10 TAB),Pharma
NOSKURF LOTION 150ML,Pharma
MANFORCE STAYLONG TAB,Pharma
DULCOFLEX SUPPOS 5MG CHILD,Pharma
FLAMINGO COOL PACK ( L ) SIZE,Pharma
GOLDCERIN TOTAL (10 CAP),Pharma
ICLEAR E/D (10ML),Pharma
SUNBLESS 60K (4CAP),Pharma
SOLECROSS LOTION SPF50 (50GM),Pharma
M EARTH MOSQUITO RELLENT SPRAY (100ML),Pharma
DILZEM CD 90 (10 CAP),Pharma
MOOV SPRAY (80GM),Pharma
DR. ORTHO OIL (60ML),Pharma
VICCO VAJRADANTI TOOTHPASTE (100GM),Pharma
DROTIN (15 TAB),Pharma
ZANDU SONA CHANDI CHYAWANPRASH  450 GM,Pharma
STOLIN R TOOTHPASTE (100GM),Pharma
CROCIN DROPS (15ML),Pharma
FURR BIKINI LINE RAZOR,Pharma
DOUBLEMINT GUM STICK,Pharma
MECODILA OD,Pharma
CODISTAR DC COUGH SYRUP (100ML),Pharma
HIMALAYA EVECARE FORTE SYRUP (200ML),Pharma
Page 4 12069 46-17,Others
RB4205I 601/9A 56,Others
TH 1089 C1,Others
DJ 0377 55,Others
VO5454 2726 53,Others
DJ 1845 52,Others
DJ 2235 51,Others
SEECLEAR CR KRY TUFF COAT,Others
TH 3503 C2 51,Others
RX VX Progress S/R 1.56 Crizal Easy Pro,Others
DJ 0366 52,Others
ES COALITION 8 COL.A,Others
FC8267 C2,Others
Soft DW Lens Silklens,Others
DJ 0376 54,Others
FC 8169 C3 54,Others
RB3449 I   001/13   59,Others
TH 7206 C1,Others
HYLOSOFT ECO E/D (5ML),Pharma
DUPHALAC SYRUP (250ML),Pharma
ODONIL ZIPPER JASMINE,Pharma
CLINIC PLUS SHAMPOO (50ML),Pharma
BISOHEART 2.5MG (10 TAB),Pharma
CETRILAK SOLUTION 5% (100ML),Pharma
DABUR RED TOOTHPASTE (200GM),Pharma
DAILYCAL 500 (15 TAB),Pharma
DYNAPAR QPS PLUS SOLUTION (30ML),Pharma
OLOX 200MG  (10 TAB),Pharma
I CAN CARD,Pharma
HAIRBLESS (10 TAB),Pharma
VICCO VAJRADANTI TOOTHPASTE (200GM),Pharma
Renu MP Fresh  355ml,Pharma
M.POKO EXTRA S7,Pharma
FRESHLO ENEMA (100ML),Pharma
SILDOEASE 8MG (10 TAB),Pharma
MEDIBRO N (10 TAB),Pharma
TECZINE 5MG (10 TAB),Pharma
DERIPHYLLIN RETARD 300 (30 TAB),Pharma
NEUTROGENA ULTRA SHEER SPF50 (30GM),Pharma
TELSARTAN H (14 TAB),Pharma
DONEP 10MG (15 TAB),Pharma
HUGGIES COMFY PANTS  L5,Pharma
TRACNIL SACHET 5 GM,Pharma
FUDIC BNF CREAM (10GM),Pharma
VASELINE JELLY (40GM),Pharma
SUGARFREE NATURA POWDER 100GM,Pharma
MEDILICE CREAM (30GM),Pharma
OLMAT 40 AM (15 TAB),Pharma
RICONIA LP (30 TAB),Pharma
ARGITAS SACHET (10GM),Pharma
OLMAT H 40 (15 TAB),Pharma
M2 TONE (30 TAB),Pharma
TRAVISIGHT T E/D (3ML),Pharma
NURODAY (10 CAP),Pharma
MET XL TRIO 50 (10 TAB),Pharma
M.POKO EXTRA XXL15,Pharma
M.POKO EXTRA L10,Pharma
PEDIASURE VANILLA SACHET,Pharma
MET XL TRIO 25 (15 TAB),Pharma
TYNOR CERVICAL COLLAR SOFT (S),Pharma
CLAVAM 625 (10 TAB),Pharma
GRID M1 (10 TAB),Pharma
STAR GTN 2.6MG (30 TAB),Pharma
ACCUSURE NEBULISER,Pharma
STARVOG 0.3 MG (10 TAB),Pharma
NUCOXIA RELAX (10 TAB),Pharma
CENTRUM WOMEN (10 TAB),Pharma
FC9871 C1 53,Others
FC 9871 C2 53,Others
FSV Elements 1.56 Blue Cut Fog ID,Others
Pitt & Mitt 558 C1 MX,Others
Pitt & Mitt 012P C7 44,Others
VO5469I W656 53,Others
VO5420 3074 51,Others
DJ 2217 51,Others
VO5179I 2606 54,Others
POLICE FR CLIPON UPL 75 K,Others
ROSULIP ASP 75 (15 TAB),Pharma
RANTAC 300 MG (30 TAB),Pharma
LOSAR 50MG (15 TAB),Pharma
LACTO CALAMINE LOTION PURPLE (120ML),Pharma
HIMALAYA SOAP (125GM),Pharma
TEMSAN H (15 TAB),Pharma
MGD3 (10 TAB),Pharma
FITTY DENT (4 TAB),Pharma
BRIMOLOL EYE DROPS 5 ML,Pharma
EUTHYROX 50MCG (100 TAB),Pharma
PANLIPASE UC (10 TAB),Pharma
KEPPRA 500MG (10 TAB),Pharma
MAXTRA P SYRUP (60ML),Pharma
GARNIER COLOR NO 5.32,Pharma
IVEPRED 16MG  (10 TAB),Pharma
CYCLOMUNE 0.05 % E/D (3ML),Pharma
VERIFICA M 50/500 (15 TAB),Pharma
CETJOINT K2-7 (15 CAP),Pharma
M.POKO EXTRA M12,Pharma
CALGROW  FORTE (10 CAP),Pharma
DETTOL DISINFECTANT SPRAY 225ml,Pharma
L-SYS LOTION (30ML),Pharma
BOURNVITA 200 GM JAR,Pharma
PROLOMET XL 25 (15 TAB),Pharma
BIGEN HAIR COLOR POWDER 6G,Pharma
DISPRIN (10TAB),Pharma
CLARIBID 500MG (10 TAB),Pharma
EBAST M (15 TAB),Pharma
ORG TULSI GREEN TEA POMEGRANATE,Pharma
TAZLOC 40MG (10 TAB),Pharma
NACPLUS (10TAB),Pharma
AZITHRAL EYE OINTMENT (5GM),Pharma
OVABLESS (10 TAB),Pharma
JOHNSONS BABY HAIR OIL (60ML),Pharma
URSOLID 150MG (10 TAB),Pharma
TELMIKIND TRIO 6.25 (10 TAB),Pharma
OBIMET SR 500MG (15 TAB),Pharma
WHISPER CHOICE ALOE 25RS,Pharma
NYCIL COOL HERBAL 150 GM,Pharma
TENORIC 25MG (10 TAB),Pharma
MAXIGLA (15 CAP),Pharma
ATORVA-10MG (15 TAB),Pharma
GLYXAMBI 10/5 (10 TAB),Pharma
MEFTAGESIC P SUSPENSION (60ML),Pharma
FUNGICROS LOTION (30ML),Pharma
ELTROXIN 75 MCG (120 TAB),Pharma
BAIDYANATH LAVAN BHASKAR CHURNA (120GM),Pharma
FEBUCIP 40MG (10 TAB),Pharma
GLIMY  M1 (15 TAB),Pharma
DEXORANGE (30 CAP),Pharma
JOHNSONS BABY CREAM (50GM),Pharma
JOHNSONS BABY TOP-TO-TOE BATH (100ML),Pharma
GARNIER BRIGHT VIT C SERUM GEL 23GM,Pharma
ACCU CHECK ACTIVE STRIPS (2*50N),Pharma
GLUCON D NIMBU PANI 200 GM,Pharma
DABUR JANMA GHUNTI (125ML),Pharma
RELIVION E/D (3ML),Pharma
GABANEURON 100 (15 TAB),Pharma
DOMPAN 10/20MG (10 TAB),Pharma
LULICAN FORTE 5% LOTION (15ML),Pharma
CLEAN & CLEAR  AQUA  F/W  100ML,Pharma
ATARAX SYRUP (100ML),Pharma
CIPLADINE POWDER (10GM),Pharma
TELBID AM (15 TAB),Pharma
REMO-ZEN MV 500 (10 TAB),Pharma
HIMALAYA HIMCOCID SYRUP SF (200ML),Pharma
NEUTROGENA DEEP CLEAN GENTLE F/CLEANSER 50GM,Pharma
CLOPITAB A 75 (15 CAP),Pharma
VELOZ D (10 CAP),Pharma
TELISTA MT 25 (15 TAB),Pharma
VASELINE LIP CARE,Pharma
LACTOGEN PRO NO.1,Pharma
CAL 4U SACHET 1GM,Pharma
TRESIBA FLEXPEN 100U/ML (3ML),Pharma
NAVRATNA OIL (27ML),Pharma
THYROX 50 MCG (120 TAB),Pharma
MEGABROM E/D (5ML),Pharma
OLESOFT MAX CREAM 150GM,Pharma
VOVILUP GEL (30GM),Pharma
NACYRES PLUS (10 TAB),Pharma
OLD SPICE AFTER SHAVE LOTION (150ML),Pharma
OLD SPICE AFTER SHAVE LOTION (100ML),Pharma
MOMATE F CREAM (15GM),Pharma
ZOCON-200MG (4 TAB),Pharma
CETCIP SYRUP (30ML),Pharma
GLYNASE MF (10 TAB),Pharma
INDULEKHA OIL (50ML),Pharma
Normal Saline NS (100ML),Pharma
TAZLOC CT 40 (10 TAB),Pharma
WARF 3MG (30 TAB),Pharma
PEDIASURE CHOCO POWDER (400GM/375GM),Pharma
MACSITA M XR 100/1000 (10 TAB),Pharma
AZEE 250MG (6 TAB),Pharma
SEDER OM (10 TAB),Pharma
ZOMELIS DM 500 (10 TAB),Pharma
ESOFAG 40MG (10 TAB),Pharma
HYMOIST 0.1% E/D (10ML),Pharma
LIVOGEN Z (15 TAB),Pharma
KETOFORD DT (10 TAB),Pharma
BETNESOL - N E/E DROPS 3 ML,Pharma
SOFTERON GOLD  (10 TAB),Pharma
CALCIMAX FORTE PLUS (30 TAB),Pharma
TELLZY 20MG (15 TAB),Pharma
BENADON 40MG (15 TAB),Pharma
ARACHITOL INJECTION 6L IU (1ML),Pharma
GLUCONORM PG 2 (15 TAB),Pharma
UDITEC 300MG (10 TAB),Pharma
FLAVIROZ OD (10 TAB),Pharma
SKORE 10PC 150 RS NEW,Pharma
VCOLUX (10 TAB),Pharma
HALOVATE S OINT (30GM),Pharma
FOLLIHAIR NEW (15 TAB),Pharma
M EARTH UBTAN F/W 100ML,Pharma
CONTOUR TS STRIPS (50 STRIPS),Pharma
DERIVA CMS GEL (15 GM),Pharma
UVEDGE SUNSCREEN LOTION SPF30 100ML,Pharma
ORG IND TULSI MULETHI TEA,Pharma
MINIMALIST INVISIBLE SUNSCREEN SPF40 (50GM),Pharma
BELLAVITA PERFUME GIFT PACK,Pharma
BABY TEETHER,Pharma
NEOPEPTINE LIQUID (100ML),Pharma
DR.MOREPEN GLUCO ONE GLUCO METER,Pharma
KETOCIP SHAMPOO 2% (100ML),Pharma
GENTICYN 80MG INJ 2ML,Pharma
RB3025 I001/58 62,Others
RB0360 S902/M3 57,Others
RB4378 710/13 54,Others
RB3016  W0365  55,Others
RB3693I 004/11 56,Others
FC9871 C5 53,Others
RB3025I 001/57 58,Others
VO4037I 656 52,Others
Pitt & Mitt 010P C1 44,Others
TH 8002 C1 52,Others
MK2184U 300613  58,Others
Pitt & Mitt TAIGUN S BK GRY 47,Others
Pitt & Mitt STICK ON 9 BLACK 44,Others
FC 8234 C3,Others
VO5179I 656 54,Others
CK 19573 971 54,Others
FC8237 C2,Others
FD173 C1,Others
TH 3502 C4 52,Others
REVO CR KRY PHOTO 1.56 GREY HMC,Others
FF KODAK EASY 1.5  U SHORT Tint Tough Coat,Others
FC9921 C1 52,Others
FC8241 C1,Others
SCOTT 7022 C1 53,Others
Sorrento 876 C2 55,Others
SCOTT 5483 C1 52,Others
TH1079N C1 54,Others
ALL IN ONE LIGHT (250ML),Others
FC9871 C1 54,Others
COLGATE 40GM MRP 20,Pharma
DENVER BODY SPA SOAP DETOX 125gm,Pharma
GLIMY M 2 (15 TAB),Pharma
TRAJENTA DUO 2.5MG/1000MG (10 TAB),Pharma
BETADINE POWDER (10GM),Pharma
HIMALAYA REFRESHING BABY SOAP (75GM),Pharma
SUGAR FREE NATURA 200 PELLETS,Pharma
PAUSE MF (10TAB),Pharma
STOLIN R TOOTHPASTE (120GM),Pharma
